GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
0600000US0901372090,0901372090,"Stafford town, Tolland County, Connecticut",5428,243,0,19,20,22,450,129,405,120,716,161,669,170,398,103,698,155,282,104,1790,226
0600000US0901376290,0901376290,"Tolland town, Tolland County, Connecticut",5439,185,0,19,56,67,764,180,894,164,770,164,805,150,1184,223,581,184,58,46,327,108
0600000US0901377830,0901377830,"Union town, Tolland County, Connecticut",370,44,8,10,2,3,68,23,61,29,57,25,55,18,24,11,33,13,12,14,50,23
0600000US0901378250,0901378250,"Vernon town, Tolland County, Connecticut",14124,342,0,22,154,101,1282,247,823,219,2009,272,2212,274,2686,347,2611,341,329,115,2018,236
0600000US0901385950,0901385950,"Willington town, Tolland County, Connecticut",2526,190,0,17,46,39,167,87,252,118,406,117,498,192,547,153,285,111,31,39,294,153
0600000US0901501430,0901501430,"Ashford town, Windham County, Connecticut",1898,114,0,12,7,11,243,75,244,80,318,80,406,108,213,72,238,76,69,34,160,72
0600000US0901509190,0901509190,"Brooklyn town, Windham County, Connecticut",3160,216,0,17,12,19,260,115,309,106,397,125,518,159,541,173,382,140,150,94,591,167
0600000US0901512130,0901512130,"Canterbury town, Windham County, Connecticut",2026,102,0,17,58,54,201,78,176,69,561,105,392,122,234,80,62,36,57,35,285,85
0600000US0901513810,0901513810,"Chaplin town, Windham County, Connecticut",938,39,0,12,4,7,59,34,119,43,146,49,109,51,81,37,139,43,40,28,241,69
0600000US0901521860,0901521860,"Eastford town, Windham County, Connecticut",783,41,0,12,0,12,96,29,153,42,133,33,103,33,52,23,70,26,29,19,147,33
0600000US0901536000,0901536000,"Hampton town, Windham County, Connecticut",755,40,0,12,9,6,83,25,90,25,124,30,82,27,54,25,44,16,33,19,236,40
0600000US0901540500,0901540500,"Killingly town, Windham County, Connecticut",7811,358,0,19,65,52,938,189,464,142,1265,287,1220,261,826,192,727,156,276,135,2030,331
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",6468,260,13,20,22,27,410,139,469,139,1066,197,831,163,771,147,534,153,369,159,1983,291
0600000US0901561030,0901561030,"Pomfret town, Windham County, Connecticut",1575,151,0,12,0,12,193,84,286,71,308,103,218,104,96,44,103,56,7,12,364,90
0600000US0901562710,0901562710,"Putnam town, Windham County, Connecticut",4225,302,0,17,10,10,450,138,196,95,388,102,368,95,406,146,345,119,158,78,1904,254
0600000US0901567400,0901567400,"Scotland town, Windham County, Connecticut",646,31,0,12,3,5,65,21,123,38,140,37,30,18,81,33,47,23,6,6,151,41
0600000US0901573420,0901573420,"Sterling town, Windham County, Connecticut",1274,100,0,12,31,41,249,94,186,75,325,86,125,55,63,38,30,27,24,21,241,79
0600000US0901575870,0901575870,"Thompson town, Windham County, Connecticut",4132,168,0,17,9,14,321,96,447,121,589,135,452,141,463,109,528,133,291,106,1032,206
0600000US0901586790,0901586790,"Windham town, Windham County, Connecticut",9676,379,0,22,109,73,618,184,469,166,1068,211,1293,197,1020,213,1151,204,684,198,3264,320
0600000US0901588190,0901588190,"Woodstock town, Windham County, Connecticut",3809,193,0,17,29,34,535,162,405,123,984,203,555,177,203,101,402,130,115,74,581,171
